,CLLI,State,lat,lng,nearest_tx_line_m,nearest_tx_line_ft,line_name,line_from_sub,line_to_sub,line_id,line_type,owner,status,voltage_kv,volt_class,voltage_basis,attrs_inferred,nearest_100kv_plus_m,kv_100plus,line_name_100plus,line_id_100plus,owner_100plus,source
122,MLRSIAXO,IA,40.97544741,-93.04810714,9654.1,31674,LUCAS CO - OTTUMWA GENERATION STATION,LUCAS CO,OTTUMWA GENERATION STATION,106824,AC; OVERHEAD,MIDAMERICAN ENERGY CO,IN SERVICE,161,100-161,numeric,Y,9654.1,161,LUCAS CO - OTTUMWA GENERATION STATION,106824,MIDAMERICAN ENERGY CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
123,MMPHTXXA,TX,34.72450811,-100.5393755,672.9,2208,,UNKNOWN302870,UNKNOWN305278,301886,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,N,4494.8,115,FLOYD,309528,"LIGHTHOUSE ELECTRIC COOP, INC",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
124,MDVLGAXA,GA,33.09081481,-83.22847282,1218.2,3997,,UNKNOWN113534,UNKNOWN113536,115084,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,1218.2,115,,115084,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
125,MONRGAXB,GA,33.89043802,-83.71992317,404.1,1326,DOYLE ENERGY FACILITY,DOYLE ENERGY FACILITY,UNKNOWN133851,108650,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,230,220-287,numeric,Y,404.1,230,DOYLE ENERGY FACILITY,108650,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
126,MONRGAXA,GA,33.79645658,-83.71253894,309.9,1017,,UNKNOWN116149,UNKNOWN116150,110923,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,309.9,115,,110923,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
127,MTZMGAXA,GA,32.30174803,-84.03082915,2096.6,6879,,UNKNOWN116910,UNKNOWN116911,149259,OVERHEAD,GEORGIA POWER CO,IN SERVICE,-999999,100-161,class_band,Y,2217.6,115,TAP142440,103149,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
128,MNTIKYXA,KY,36.83127068,-84.85042624,788.3,2586,,UNKNOWN124791,UNKNOWN176197,179005,NOT AVAILABLE,NOT AVAILABLE,IN SERVICE,-999999,NOT AVAILABLE,not_published,NOT AVAILABLE,6198,161,MCCREARY COUNTY - TAP155477,102333,"EAST KENTUCKY POWER COOP, INC",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
129,LEDSALXB,AL,33.59341396,-86.49852364,376.6,1235,TAP142570,UNKNOWN112347,TAP142570,129821,AC; OVERHEAD,ALABAMA POWER CO,IN SERVICE,115,100-161,numeric,Y,376.6,115,TAP142570,129821,ALABAMA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
130,MORVIAIC,IA,40.89205499,-92.98350002,,,,,,,,,NOT FOUND (no line within 15000 m),,,,,,,,,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
131,MRHDKYXA,KY,38.18366375,-83.43477901,324.1,1063,TAP160510,UNKNOWN157707,TAP160510,164100,AC; OVERHEAD,KENTUCKY UTILITIES CO,IN SERVICE,69,UNDER 100,numeric,Y,1438.6,138,RODBURN - TAP137343,107778,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
132,MLTRGAXA,GA,31.17748292,-83.78371355,302.7,993,TAP142756,UNKNOWN116718,TAP142756,117519,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,302.7,115,TAP142756,117519,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
133,MLTRGA05,GA,31.17919025,-83.74876131,2082.6,6833,TAP142748 - TAP142757,TAP142748,TAP142757,108961,OVERHEAD,GEORGIA POWER CO,IN SERVICE,-999999,100-161,class_band,Y,3004.9,115,TAP142756,117519,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
134,MTAYIAXC,IA,40.71260431,-94.23730377,,,,,,,,,NOT FOUND (no line within 15000 m),,,,,,,,,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
135,MNPLIAXC,IA,40.96786585,-91.55338569,505.9,1660,MT PLEASANT,MT PLEASANT,NOT AVAILABLE,140027,OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,69,UNDER 100,numeric,Y,2756.4,161,JEFFERSON - HENRY CO,140001,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
136,MTVRKYXA,KY,37.35426036,-84.3415179,1015.8,3333,,UNKNOWN109495,UNKNOWN125068,110824,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,Y,,,,,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
137,NSVLGAXA,GA,31.20609283,-83.25133566,477.2,1566,,UNKNOWN111791,UNKNOWN111792,107000,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,477.2,115,,107000,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
138,NEVDIAXC,IA,42.02086028,-93.45113391,5260.1,17258,,UNKNOWN132119,UNKNOWN173446,175114,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,-999999,NOT AVAILABLE,not_published,N,7122.3,161,,138435,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
139,NHTNIAWH,IA,43.0661262,-92.30777579,1348.4,4424,NEW HAMPTON,NEW HAMPTON,NOT AVAILABLE,108858,OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,69,UNDER 100,numeric,Y,4234.6,345,PIONEER PRAIRIE PHASE I - HAZLETON,124724,MIDAMERICAN ENERGY CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
140,NHTNIAXC,IA,43.05909211,-92.31272332,1384.6,4543,NEW HAMPTON,NEW HAMPTON,NOT AVAILABLE,108858,OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,69,UNDER 100,numeric,Y,5079.5,345,PIONEER PRAIRIE PHASE I - HAZLETON,124724,MIDAMERICAN ENERGY CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
141,NWRKOHXA,OH,40.05944853,-82.40487305,604.6,1984,,UNKNOWN112976,UNKNOWN112977,159317,OVERHEAD,OHIO POWER CO,IN SERVICE,69,UNDER 100,numeric,Y,3363.1,138,NORTH NEWARK SUBSTATION,116448,OHIO POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
142,NWRKOHXC,OH,40.0575081,-82.42718794,1579.9,5183,,UNKNOWN112977,UNKNOWN171395,173746,AC; OVERHEAD,OHIO POWER CO,IN SERVICE,69,UNDER 100,numeric,Y,3575,138,NORTH NEWARK SUBSTATION,119692,OHIO POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
143,NWRKOHXD,OH,40.01356485,-82.40461773,1691.7,5550,TAP158957,TAP158957,UNKNOWN163359,159495,OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,Y,1692.6,138,KIRK,104867,OHIO POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
144,NWRKOHXB,OH,40.08689351,-82.42710726,648.1,2126,NORTH NEWARK SUBSTATION,UNKNOWN113882,NORTH NEWARK SUBSTATION,116448,AC; OVERHEAD,OHIO POWER CO,IN SERVICE,138,100-161,numeric,Y,648.1,138,NORTH NEWARK SUBSTATION,116448,OHIO POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
145,HETHOHXA,OH,40.04131689,-82.44171796,763.7,2506,,UNKNOWN113882,UNKNOWN158903,159321,OVERHEAD,OHIO POWER CO,IN SERVICE,69,UNDER 100,numeric,Y,2521.6,138,TAP151048,126818,OHIO POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
146,NWTNIAXC,IA,41.6983315,-93.05448565,749.6,2459,,UNKNOWN131595,UNKNOWN137653,111063,OVERHEAD,MIDAMERICAN ENERGY CO,IN SERVICE,-999999,NOT AVAILABLE,not_published,N,757.9,161,JASPER,102676,MIDAMERICAN ENERGY CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
147,NCVLKYXA,KY,37.88067091,-84.57236611,1030.1,3380,TAP160500,UNKNOWN129158,TAP160500,164070,AC; OVERHEAD,"EAST KENTUCKY POWER COOP, INC",IN SERVICE,69,UNDER 100,numeric,Y,2980.2,138,BROWN PLANT - TAP155024,108551,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
148,NCNATXXA,TX,33.78899947,-97.72649831,165.3,542,,UNKNOWN301022,NOT AVAILABLE,300268,AC; OVERHEAD,ONCOR ELECTRIC DELIVERY CO.,IN SERVICE,69,UNDER 100,numeric,N,,,,,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
149,NRVLOHXA,OH,41.39099066,-82.01914082,2204.1,7231,AVON LAKE - JUNIPER,AVON LAKE,JUNIPER,121264,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,345,345,numeric,Y,2204.1,345,AVON LAKE - JUNIPER,121264,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
150,NRFDOHXA,OH,41.31474448,-81.53703932,889,2917,HANNA,UNKNOWN137113,HANNA,124280,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,345,345,numeric,Y,889,345,HANNA,124280,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
151,NRWDNCXA,NC,35.22668599,-80.12266339,1198.7,3933,TAP150528,UNKNOWN114221,TAP150528,120024,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,100,100-161,numeric,Y,1198.7,100,TAP150528,120024,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
152,OLHLKYXA,KY,38.30218139,-83.17029611,764.2,2507,TAP121270,TAP121270,UNKNOWN121271,141791,AC; OVERHEAD,KENTUCKY POWER CO,IN SERVICE,69,UNDER 100,numeric,Y,,,,,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
153,OWVLKYXA,KY,38.14108637,-83.76592121,393.9,1292,TAP137349,UNKNOWN121760,TAP137349,126066,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,Y,3983.7,138,TAP137344,118311,"EAST KENTUCKY POWER COOP, INC",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
154,PLNGOHXA,OH,41.13605566,-84.58159009,1047.5,3437,,UNKNOWN153927,UNKNOWN156481,173824,AC; OVERHEAD,OHIO POWER CO,IN SERVICE,-999999,NOT AVAILABLE,not_published,N,13110.3,138,HAVILAND - TIMBER SWITCH,164636,OHIO POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
155,PECSTXXB,TX,31.40444183,-103.5034902,374,1227,,UNKNOWN300467,NOT AVAILABLE,312260,AC; OVERHEAD,TEXAS-NEW MEXICO POWER CO.,IN SERVICE,46,UNDER 100,numeric,N,1134.6,138,PECOS,300753,TEXAS-NEW MEXICO POWER CO.,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
156,PNSLOHXA,OH,41.2412452,-81.54544115,600.1,1969,TAP137177 - TAP137179,TAP137177,TAP137179,102171,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,138,100-161,numeric,Y,600.1,138,TAP137177 - TAP137179,102171,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
157,PRRYGAAI,GA,32.43581791,-83.76088926,1745.4,5726,TAP160570 - TAP176816,TAP160570,TAP176816,180291,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,1745.4,115,TAP160570 - TAP176816,180291,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
158,PRRYGAXA,GA,32.45738195,-83.73262665,336.4,1104,PERRY - TAP160570,PERRY,TAP160570,164485,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,336.4,115,PERRY - TAP160570,164485,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
159,PRRYOHXA,OH,41.75907565,-81.1385295,1352.8,4438,PERRY - LEROY CENTER,PERRY,LEROY CENTER,156955,AC; OVERHEAD,"AMERICAN TRANSMISSION SYSTEMS, INC.",IN SERVICE,345,345,numeric,N,1352.8,345,PERRY - LEROY CENTER,156955,"AMERICAN TRANSMISSION SYSTEMS, INC.",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
160,PYTNTXXA,TX,36.39730102,-100.8037533,467.6,1534,OCHILTREE,OCHILTREE,NOT AVAILABLE,306941,AC; OVERHEAD,SOUTHWESTERN PUBLIC SERVICE CO.,IN SERVICE,115,100-161,numeric,N,467.6,115,OCHILTREE,306941,SOUTHWESTERN PUBLIC SERVICE CO.,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
161,PERSIAXP,IA,41.58003601,-95.56854909,6486.1,21280,TAP159234 - TAP159236,TAP159234,TAP159236,162669,AC; OVERHEAD,MIDAMERICAN ENERGY CO,IN SERVICE,69,UNDER 100,numeric,Y,,,,,,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
162,PITSGAXA,GA,31.94497002,-83.54138533,1759.5,5773,PITTS - NORTH TIFTON,PITTS,NORTH TIFTON,137096,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,230,220-287,numeric,Y,1759.5,230,PITTS - NORTH TIFTON,137096,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
163,POTEOKAY,OK,35.02079593,-94.65992454,2811.2,9223,TAP159852,TAP159852,UNKNOWN159853,162269,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,Y,10144.1,161,TAP149548 - TAP149655,128031,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
164,POTEOKXA,OK,35.05218437,-94.62026295,798.4,2620,,UNKNOWN159853,UNKNOWN159854,162268,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,Y,6970.5,161,TAP149548,130637,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
165,PWPNOHXA,OH,39.86595076,-80.79901046,1074.7,3526,KAMMER (138KV) - GEORGE WASHINGTON,KAMMER (138KV),GEORGE WASHINGTON,123291,AC; OVERHEAD,WHEELING POWER CO,IN SERVICE,69,UNDER 100,numeric,N,2160.3,138,KAMMER (138KV) - GEORGE WASHINGTON,127257,WHEELING POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
166,PRCLOKXA,OK,35.01133684,-97.36365886,1162.4,3814,PURCELL,UNKNOWN119290,PURCELL,161653,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,138,100-161,numeric,Y,1162.4,138,PURCELL,161653,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
167,QKCYOHXA,OH,39.97051805,-81.29860963,3149.7,10334,KAMMER (765KV),UNKNOWN151647,KAMMER (765KV),133972,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,765,735 AND ABOVE,numeric,N,3149.7,765,KAMMER (765KV),133972,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
168,RCFDOHXA,OH,41.23925717,-81.6557576,2216.4,7272,TAP137138 - WEST AKRON,TAP137138,WEST AKRON,130380,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,138,100-161,numeric,Y,2216.4,138,TAP137138 - WEST AKRON,130380,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
169,TRNYTXXH,TX,30.85154,-95.40012,800.5,2626,,NOT AVAILABLE,NOT AVAILABLE,313722,AC; OVERHEAD,"ENTERGY TEXAS, INC.",NOT AVAILABLE,69,UNDER 100,numeric,N,810.9,138,,304605,SAM HOUSTON ELECTRIC COOP INC,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
170,GRQYNCXA,NC,35.57201075,-80.4178416,1563.9,5131,,UNKNOWN114573,UNKNOWN114701,137895,AC; OVERHEAD,"DUKE ENERGY CAROLINAS, LLC",IN SERVICE,230,220-287,numeric,Y,1563.9,230,,137895,"DUKE ENERGY CAROLINAS, LLC",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
171,SYMRTXXA,TX,33.59135941,-99.26007277,325.4,1068,TAP303442,TAP303442,UNKNOWN304022,300212,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,138,100-161,numeric,N,325.4,138,TAP303442,300212,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
172,SHPVKYXA,KY,37.99026484,-85.71579071,1061.5,3483,TAP138391,UNKNOWN129154,TAP138391,122569,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,69,UNDER 100,numeric,Y,2550.6,161,CAMPGROUND - TAP138385,142163,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
173,SHRDARXA,AR,34.30650864,-92.398274,892.2,2927,POYEN - TAP149972,POYEN,TAP149972,145828,AC; OVERHEAD,ENTERGY ARKANSAS INC,IN SERVICE,115,100-161,numeric,Y,892.2,115,POYEN - TAP149972,145828,ENTERGY ARKANSAS INC,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
174,SHDNKYXA,KY,37.52516367,-85.89526014,502.8,1650,TAP155030,UNKNOWN125487,TAP155030,119554,AC; OVERHEAD,KENTUCKY UTILITIES CO,IN SERVICE,69,UNDER 100,numeric,Y,11538.3,345,BROWN PLANT - HARDIN,141214,KENTUCKY UTILITIES CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
175,STWLOKXA,OK,35.81283854,-94.6278948,39.4,129,,UNKNOWN118418,UNKNOWN118419,127349,AC; OVERHEAD,NORTHEAST OKLAHOMA ELECTRIC CO,IN SERVICE,69,UNDER 100,numeric,Y,1894.1,161,TAP149396,137547,PUBLIC SERVICE CO OF OKLAHOMA,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
176,SGLDTXXE,TX,29.63625224,-95.59818132,843.9,2769,ALIEF,ALIEF,NOT AVAILABLE,306408,AC; OVERHEAD,"CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC",IN SERVICE,138,100-161,numeric,N,843.9,138,ALIEF,306408,"CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
177,SGLDTXXD,TX,29.58608167,-95.62071487,555.5,1823,IMPERIAL - TAP305071,IMPERIAL,TAP305071,306936,AC; OVERHEAD,"CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC",IN SERVICE,138,100-161,numeric,N,555.5,138,IMPERIAL - TAP305071,306936,"CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC",https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
178,SUVLGAXA,GA,34.48152029,-85.34870994,1283.7,4212,TAP149900,UNKNOWN110421,TAP149900,129537,OVERHEAD,GEORGIA POWER CO,IN SERVICE,-999999,100-161,class_band,Y,1392.8,115,,105696,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
179,SWNYTXXA,TX,29.03860427,-95.69957369,2177,7142,SWEENY,SWEENY,NOT AVAILABLE,311105,AC; OVERHEAD,TEXAS-NEW MEXICO POWER CO.,IN SERVICE,138,100-161,numeric,N,2177,138,SWEENY,311105,TEXAS-NEW MEXICO POWER CO.,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
180,SYVNGAXA,GA,32.75175683,-81.63322409,1059.1,3475,,UNKNOWN112376,UNKNOWN155699,156252,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,1059.1,115,,156252,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
181,TCMSOKXB,OK,35.25843195,-96.93590907,1033.9,3392,,UNKNOWN118594,UNKNOWN119057,125350,AC; OVERHEAD,OKLAHOMA GAS & ELECTRIC CO,IN SERVICE,69,UNDER 100,numeric,Y,2056.3,138,TAP149653,131459,OKLAHOMA GAS & ELECTRIC CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
182,THTNGAXA,GA,32.88696675,-84.3254855,1274.4,4181,,UNKNOWN115676,UNKNOWN142386,149165,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,1274.4,115,,149165,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
183,THTNGAXB,GA,32.93343727,-84.33340179,67.3,221,,UNKNOWN115678,NOT AVAILABLE,132150,OVERHEAD,GEORGIA POWER CO,NOT AVAILABLE,-999999,NOT AVAILABLE,not_published,N,1475.2,115,,114137,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
184,TPTNIAXO,IA,41.77051661,-91.12666418,334,1096,TIPTON,TIPTON,NOT AVAILABLE,148041,OVERHEAD,NOT AVAILABLE,NOT AVAILABLE,69,UNDER 100,numeric,Y,5801.4,115,EAST CALAMUS - SUTLIFF,123654,MIDAMERICAN ENERGY CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
185,TOLDIAXO,IA,41.98152657,-92.58126562,4782.3,15690,MARSHALLTOWN,MARSHALLTOWN,UNKNOWN131065,119395,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,115,100-161,numeric,Y,4782.3,115,MARSHALLTOWN,119395,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
186,TRARIAXO,IA,42.19143728,-92.46705144,4717.4,15477,TRAER,TRAER,UNKNOWN137975,138452,AC; OVERHEAD,NOT AVAILABLE,IN SERVICE,161,100-161,numeric,Y,4717.4,161,TRAER,138452,NOT AVAILABLE,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
187,TRINGAXA,GA,34.54083387,-85.31313762,438.3,1438,,UNKNOWN110420,UNKNOWN110422,116780,AC; OVERHEAD,GEORGIA POWER CO,IN SERVICE,115,100-161,numeric,Y,438.3,115,,116780,GEORGIA POWER CO,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
188,BRAROKXB,OK,36.05757179,-95.86901062,434.3,1425,TAP168566,UNKNOWN119550,TAP168566,169948,AC; OVERHEAD,PUBLIC SERVICE CO OF OKLAHOMA,IN SERVICE,138,100-161,numeric,Y,434.3,138,TAP168566,169948,PUBLIC SERVICE CO OF OKLAHOMA,https://services2.arcgis.com/FiaPA4ga0iQKduv3/arcgis/rest/services/US_Electric_Power_Transmission_Lines/FeatureServer/0
